,sedol,name,symbol,sector,country,weight,date
833,653665,BYD Company Limited Class H,1211-HK,Consumer Discretionary,China,1.38793,2024-01-31
834,663094,China Everbright Environment Group Limited,257-HK,Industrials,China,0.0765322,2024-01-31
835,665911,Orient Overseas (International) Limited,316-HK,Industrials,China,0.117359,2024-01-31
836,678204,"COSCO SHIPPING Energy Transportation Co., Ltd. Class H",1138-HK,Energy,China,0.0719258,2024-01-31
837,683542,"Shanghai Baosight Software Co., Ltd. Class B",900926-CN,Information Technology,China,0.0708062,2024-01-31
838,690355,Tingyi (Cayman Islands) Holding Corp.,322-HK,Consumer Staples,China,0.116821,2024-01-31
839,690580,"Tsingtao Brewery Co., Ltd. Class H",168-HK,Consumer Staples,China,0.211643,2024-01-31
840,691316,Guangdong Investment Limited,270-HK,Utilities,China,0.101964,2024-01-31
841,B01YCG,Beijing Enterprises Water Group Limited,371-HK,Utilities,China,0.0582879,2024-01-31
842,697177,China Traditional Chinese Medicine Holdings Co. Ltd.,570-HK,Health Care,China,0.0689662,2024-01-31
843,697245,China Resources Beer (Holdings) Co. Ltd.,291-HK,Consumer Staples,China,0.348577,2024-01-31
844,699076,Zhejiang Expressway Co. Ltd. Class H,576-HK,Industrials,China,0.0744692,2024-01-31
845,BP3R5R,"Hainan Airlines Holding Co., Ltd. Class A",,Industrials,China,0.0295508,2024-01-31
846,44332N10,H World Group Limited Sponsored ADR,HTHT-US,Consumer Discretionary,China,0.392837,2024-01-31
847,BK9488,"Tianfeng Securities Co., Ltd. Class A",,Financials,China,0.0128028,2024-01-31
848,B29MKF,Uni-President China Holdings Ltd.,220-HK,Consumer Staples,China,0.0433269,2024-01-31
849,BFF1YZ,"Oppein Home Group, Inc. Class A",,Consumer Discretionary,China,0.0155188,2024-01-31
850,BMGWW3,"Nongfu Spring Co., Ltd. Class H",9633-HK,Consumer Staples,China,0.651073,2024-01-31
851,BFF1YN,"Juewei Food Co., Ltd. Class A",,Consumer Staples,China,0.00631707,2024-01-31
852,B1YBT0,"Sunny Optical Technology (Group) Co., Ltd.",2382-HK,Information Technology,China,0.259884,2024-01-31
853,B27WRM,Kingsoft Corporation Ltd,3888-HK,Communication Services,China,0.138207,2024-01-31
854,674234,Shandong Weigao Group Medical Polymer Co. Ltd. Class H,1066-HK,Health Care,China,0.095128,2024-01-31
855,670625,"PICC Property & Casualty Co., Ltd. Class H",2328-HK,Financials,China,0.511937,2024-01-31
856,BJLWMG,Chongqing Rural Commercial Bank Co. Ltd. Class A,,Financials,China,0.0191129,2024-01-31
857,B01FLR,"Ping An Insurance (Group) Company of China, Ltd. Class H",2318-HK,Financials,China,1.67321,2024-01-31
858,BZ04KX,Yadea Group Holdings Ltd.,1585-HK,Consumer Discretionary,China,0.0999165,2024-01-31
859,B2RJYH,Xtep International Holdings Limited,1368-HK,Consumer Discretionary,China,0.0425398,2024-01-31
860,B676TW,MicroPort Scientific Corp.,853-HK,Health Care,China,0.0363463,2024-01-31
861,B01JCK,Li Ning Company Limited,2331-HK,Consumer Discretionary,China,0.300641,2024-01-31
862,B0PH5N,"Dongfeng Motor Group Co., Ltd. Class H",489-HK,Consumer Discretionary,China,0.0586452,2024-01-31
863,B0LMTQ,China Construction Bank Corporation Class H,939-HK,Financials,China,3.40635,2024-01-31
864,BYZJV1,BOC Aviation Limited,2588-HK,Industrials,China,0.0930592,2024-01-31
865,B04KNF,Air China Limited Class H,753-HK,Industrials,China,0.0607452,2024-01-31
866,B02ZKQ,China Power International Development Ltd,2380-HK,Utilities,China,0.110297,2024-01-31
867,BMMV2K,Tencent Holdings Ltd,700-HK,Communication Services,China,13.7771,2024-01-31
868,B09N7M,China Shenhua Energy Co. Ltd. Class H,1088-HK,Energy,China,0.761896,2024-01-31
869,B0RJCG,Minth Group Limited,425-HK,Consumer Discretionary,China,0.0729955,2024-01-31
870,B6WY99,China Medical System Holdings Ltd.,867-HK,Health Care,China,0.115304,2024-01-31
871,B15456,Bank of China Limited Class H,3988-HK,Financials,China,1.78295,2024-01-31
872,B0Y91C,China National Building Material Co. Ltd. Class H,3323-HK,Materials,China,0.0813365,2024-01-31
873,672529,"Zijin Mining Group Co., Ltd. Class H",2899-HK,Materials,China,0.48179,2024-01-31
874,BC9S4J,Chinasoft International Ltd.,354-HK,Information Technology,China,0.090211,2024-01-31
875,BWVFT0,"Huatai Securities Co., Ltd. Class H",6886-HK,Financials,China,0.090647,2024-01-31
876,B04KP8,ZTE Corporation Class H,763-HK,Information Technology,China,0.0783216,2024-01-31
877,B0B8Z2,"Bank of Communications Co., Ltd. Class H",3328-HK,Financials,China,0.308704,2024-01-31
878,BSBMM0,"CGN Power Co., Ltd. Class H",1816-HK,Utilities,China,0.177304,2024-01-31
879,B0B8Z1,"COSCO SHIPPING Holdings Co., Ltd. Class H",1919-HK,Industrials,China,0.189232,2024-01-31
880,BGN971,Haidilao International Holding Ltd.,6862-HK,Consumer Discretionary,China,0.156504,2024-01-31
881,B57JY2,"China Minsheng Banking Corp., Ltd. Class H",1988-HK,Financials,China,0.132114,2024-01-31
882,671156,China Resources Power Holdings Co. Ltd.,836-HK,Utilities,China,0.232085,2024-01-31
883,670789,AviChina Industry & Technology Co. Ltd. Class H,2357-HK,Industrials,China,0.0548076,2024-01-31
884,671897,China Life Insurance Co. Ltd. Class H,2628-HK,Financials,China,0.510109,2024-01-31
885,671825,"Great Wall Motor Co., Ltd. Class H",2333-HK,Consumer Discretionary,China,0.136123,2024-01-31
886,B1JNK8,China Coal Energy Co. Ltd. Class H,1898-HK,Energy,China,0.134177,2024-01-31
887,BGY6SV,"China Cinda Asset Management Co., Ltd. Class H",1359-HK,Financials,China,0.0543761,2024-01-31
888,B1HHFV,Kingboard Laminates Holdings Limited,1888-HK,Information Technology,China,0.033583,2024-01-31
889,B1G1QD,Industrial and Commercial Bank of China Limited Class H,1398-HK,Financials,China,1.89828,2024-01-31
890,B1L3XL,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",3898-HK,Industrials,China,0.0721249,2024-01-31
891,B28XTR,GCL Technology Holdings Limited,3800-HK,Information Technology,China,0.148364,2024-01-31
892,BYZQ09,"Zhongan Online P&C Insurance Co., Ltd. Class H",6060-HK,Financials,China,0.0658992,2024-01-31
893,632758,"Kingdee International Software Group Co., Ltd.",268-HK,Information Technology,China,0.159867,2024-01-31
894,BD6QWS,"Shenzhen YUTO Packaging Technology Co., Ltd. Class A",,Materials,China,0.0107564,2024-01-31
895,B1VRCG,CMOC Group Limited Class H,3993-HK,Materials,China,0.122092,2024-01-31
896,B1VKYN,Country Garden Holdings Co. Ltd.,2007-HK,Real Estate,China,0.0605729,2024-01-31
897,B1W0JF,China CITIC Bank Corporation Ltd Class H,998-HK,Financials,China,0.263799,2024-01-31
898,B56HH4,"Sany Heavy Equipment International Holdings Co., Ltd.",631-HK,Industrials,China,0.0432049,2024-01-31
899,B24FZ3,Bosideng International Holdings Limited,3998-HK,Consumer Discretionary,China,0.102851,2024-01-31
900,B296ZH,Sinotruk Hong Kong Ltd.,3808-HK,Industrials,China,0.0935823,2024-01-31
901,BMXWM1,"Anjoy Foods Group Co., Ltd. Class A",,Consumer Staples,China,0.0108782,2024-01-31
902,B29SHS,"BYD Electronic (International) Co., Ltd.",285-HK,Information Technology,China,0.161041,2024-01-31
903,BGJW37,Meituan Class B,3690-HK,Consumer Discretionary,China,2.42362,2024-01-31
904,BK4PZC,"Wingtech Technology Co., Ltd. Class A",,Information Technology,China,0.0207495,2024-01-31
905,BFY8GV,"Shennan Circuit Co., Ltd. Class A",,Information Technology,China,0.013529,2024-01-31
906,87408010,TAL Education Group Sponsored ADR Class A,TAL-US,Consumer Discretionary,China,0.279722,2024-01-31
907,BTFRHZ,"Jiangsu King's Luck Brewery Joint-stock Co., Ltd. Class A",,Consumer Staples,China,0.0276821,2024-01-31
908,B2R2ZC,CRRC Corporation Limited Class H,1766-HK,Industrials,China,0.121127,2024-01-31
909,B4Q2TX,China Longyuan Power Group Corporation Ltd Class H,916-HK,Utilities,China,0.119583,2024-01-31
910,BRXVS6,Alibaba Health Information Technology Ltd.,241-HK,Consumer Staples,China,0.118189,2024-01-31
911,94859610,Weibo Corp. Sponsored ADR Class A,WB-US,Communication Services,China,0.0392002,2024-01-31
912,B2Q5H5,"China Pacific Insurance (Group) Co., Ltd. Class H",2601-HK,Financials,China,0.288219,2024-01-31
913,B5NRRJ,"China Everbright Bank Co., Ltd. Class H",6818-HK,Financials,China,0.056137,2024-01-31
914,BYP71J,China Literature Ltd.,772-HK,Communication Services,China,0.0707809,2024-01-31
915,BNMBPD,"JD Logistics, Inc.",2618-HK,Industrials,China,0.102894,2024-01-31
916,B60LZR,Agricultural Bank of China Limited Class H,1288-HK,Financials,China,0.637796,2024-01-31
917,BD760S,"Ingenic Semiconductor Co., Ltd Class A",,Information Technology,China,0.0114292,2024-01-31
918,BK71FC,Ningbo Ronbay New Energy Technology Co. Ltd. Class A,,Industrials,China,0.00688872,2024-01-31
919,BRB385,Hua Hong Semiconductor Ltd.,1347-HK,Information Technology,China,0.0638289,2024-01-31
920,B44ZV9,China Hongqiao Group Ltd.,1378-HK,Materials,China,0.103439,2024-01-31
921,B63DLB,Far East Horizon Limited,3360-HK,Financials,China,0.0848399,2024-01-31
922,BY9D3L,"3SBio, Inc.",1530-HK,Health Care,China,0.0819676,2024-01-31
923,BW4NKK,"GF Securities Co., Ltd. Class H",1776-HK,Financials,China,0.0611111,2024-01-31
924,BDZRFN,"CSC Financial Co., Ltd. Class A",,Financials,China,0.0483295,2024-01-31
925,B4Q4CJ,Shanghai Pharmaceuticals Holding Co. Ltd. Class H,2607-HK,Health Care,China,0.0619661,2024-01-31
926,BTFRHX,Foshan Haitian Flavouring and Food Company Ltd. Class A,,Consumer Staples,China,0.0784751,2024-01-31
927,B6SPB4,CITIC Securities Co. Ltd. Class H,6030-HK,Financials,China,0.213374,2024-01-31
928,BDF57C,"360 Security Technology, Inc. Class A",,Information Technology,China,0.0243586,2024-01-31
929,BP3RLB,"Hebei Hengshui Laobaigan Liquor Co., Ltd. Class A",,Consumer Staples,China,0.00799,2024-01-31
930,B5730Z,"New China Life Insurance Co., Ltd. Class H",1336-HK,Financials,China,0.088163,2024-01-31
931,B4R39F,Chow Tai Fook Jewellery Group Limited,1929-HK,Consumer Discretionary,China,0.161228,2024-01-31
932,BP3RKH,BTG Hotels (Group) Co Ltd Shs -A-,,Consumer Discretionary,China,0.00779136,2024-01-31
933,BP3RJY,"Shede Spirits Co., Ltd. Class A",,Consumer Staples,China,0.0137535,2024-01-31
934,BP3RJS,Haohua Chemical Science & Technology Corp. Ltd. Class A,,Materials,China,0.0101224,2024-01-31
935,BP3RHC,"Hubei Xingfa Chemicals Group Co., Ltd. Class A",,Materials,China,0.00907755,2024-01-31
936,BP3RH1,"Angel Yeast Co., Ltd. Class A",,Consumer Staples,China,0.013377,2024-01-31
937,BP3RGP,Jiangsu Yangnong Chemical Co. Ltd. Class A,,Materials,China,0.00996904,2024-01-31
938,BP3RGF,"Tongkun Group Co., Ltd. Class A",,Materials,China,0.0142969,2024-01-31
939,BP3RFY,"Sailun Group Co., Ltd. Class A",,Consumer Discretionary,China,0.018812,2024-01-31
940,BP3RFS,"Hengtong Optic-Electric Co., Ltd. Class A",,Information Technology,China,0.0135309,2024-01-31
941,BP3RFL,"Zhuzhou Kibing Group Co., Ltd. Class A",,Industrials,China,0.00784886,2024-01-31
942,BP3RFJ,"Jiangsu Hengli Hydraulic Co., Ltd. Class A",,Industrials,China,0.0326319,2024-01-31
943,BP3RFD,"Wuchan Zhongda Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0112239,2024-01-31
944,BP3RF6,"Ningbo Shanshan Co., Ltd. Class A",,Materials,China,0.0112526,2024-01-31
945,BP3RF4,Sichuan Hebang Biotechnology Co. Ltd. Class A,,Materials,China,0.010094,2024-01-31
946,BP3RDW,"China Jushi Co., Ltd. Class A",,Materials,China,0.0183422,2024-01-31
947,BP3RDD,Xiamen Faratronic Co. Ltd. Class A,,Information Technology,China,0.00966027,2024-01-31
948,BP3RDC,"Shandong Hualu-Hengsheng Chemical Co., Ltd. Class A",,Materials,China,0.0258379,2024-01-31
949,BP3RD0,"Shanghai Jin Jiang International Hotels Co., Ltd. Class A",,Consumer Discretionary,China,0.0115378,2024-01-31
950,BP3RCZ,Chongqing Brewery Co.Ltd Class A,,Consumer Staples,China,0.013426,2024-01-31
951,BP3RCV,"Hangzhou Silan Microelectronics Co., Ltd. Class A",,Information Technology,China,0.0150916,2024-01-31
952,BP3RCQ,"JCET Group Co., Ltd. Class A",,Information Technology,China,0.0200688,2024-01-31
953,BP3RCN,"Shanghai Baosight Software Co., Ltd. Class A",,Information Technology,China,0.0368226,2024-01-31
954,BP3RCK,Tongwei Co. Ltd. Class A,,Information Technology,China,0.0523559,2024-01-31
955,BP3RC9,"Shanxi Coal International Energy Group Co., Ltd. Class A",,Industrials,China,0.0167026,2024-01-31
956,BP3RC3,"Shengyi Technology Co., Ltd. Class A",,Information Technology,China,0.0168436,2024-01-31
957,BP3RBX,Sinoma International Engineering Co. Ltd. Class A,,Industrials,China,0.0146391,2024-01-31
958,BP3RBV,"Joincare Pharmaceutical Group Industry Co., Ltd. Class A",,Health Care,China,0.0102523,2024-01-31
959,BP3RBS,Guangzhou Baiyun International Airport Company Limited Class A,,Industrials,China,0.0111159,2024-01-31
960,BP3RBR,"Zhejiang Huahai Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.00856126,2024-01-31
961,BP3RBJ,Yunnan Yuntianhua Co. Ltd. Class A,,Materials,China,0.0144292,2024-01-31
962,BP3RBG,"Sichuan Road & Bridge Co., Ltd. Class A",,Industrials,China,0.0290735,2024-01-31
963,BP3RBC,Liaoning Port Company Limited Class A,,Industrials,China,0.0128748,2024-01-31
964,BP3RB1,"Jonjee Hi-Tech Industrial and Commercial Holding Co., Ltd. Class A",,Consumer Staples,China,0.00861222,2024-01-31
965,BP3R9Y,"COSCO SHIPPING Energy Transportation Co., Ltd. Class A",,Energy,China,0.0228586,2024-01-31
966,BP3R9T,"Jiangsu Zhongtian Technology Co., Ltd. Class A",,Industrials,China,0.0196922,2024-01-31
967,BP3R9L,"Shanghai Electric Power Co., Ltd. Class A",,Utilities,China,0.0111629,2024-01-31
968,BP3R9J,Beijing Tiantan Biological Products Corporation Limited Class A,,Health Care,China,0.0216883,2024-01-31
969,BP3R9D,"Shandong Nanshan Aluminium Co., Ltd. Class A",,Materials,China,0.0167723,2024-01-31
970,BP3R9B,China National Medicines Corporation Ltd. Class A,,Health Care,China,0.0112563,2024-01-31
971,BP3R98,"Zhejiang Juhua Co., Ltd. Class A",,Materials,China,0.0214927,2024-01-31
972,BP3R94,China National Software & Service Company Limited Class A,,Information Technology,China,0.0114207,2024-01-31
973,BP3R92,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd. Class A",,Real Estate,China,0.0123523,2024-01-31
974,BP3R8X,"China Meheco Group Co., Ltd. Class A",,Health Care,China,0.00783959,2024-01-31
975,BP3R8V,"Shanghai Yuyuan Tourist Mart Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0121115,2024-01-31
976,BP3R8B,"Keda Industrial Group Co., Ltd. Class A",,Industrials,China,0.0105322,2024-01-31
977,BP3R82,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,,Consumer Staples,China,0.121849,2024-01-31
978,BP3R81,Guangdong HEC Technology Holding Co. Ltd. Class A,,Materials,China,0.00931158,2024-01-31
979,BP3R7Z,"Zhangzhou Pientzehuang Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0600452,2024-01-31
980,BP3R7X,"Western Mining Co., Ltd. Class A",,Materials,China,0.0169134,2024-01-31
981,BP3R7V,"FangDa Carbon New Material Co., Ltd. Class A",,Industrials,China,0.00888179,2024-01-31
982,BP3R7F,"Hisense Visual Technology Co., Ltd. Class A",,Consumer Discretionary,China,0.0144634,2024-01-31
983,BP3R7B,"Inner Mongolia Junzheng Energy & Chemical Group Co., Ltd. Class A",,Materials,China,0.0149933,2024-01-31
984,BP3R79,"Shan Xi Hua Yang Group New Energy Co., Ltd. Class A",,Energy,China,0.0174117,2024-01-31
985,BP3R78,Zhejiang China Commodities City Group Co. Ltd. Class A,,Consumer Discretionary,China,0.0203724,2024-01-31
986,BP3R77,"Beiqi Foton Motor Co., Ltd. Class A",,Consumer Discretionary,China,0.00970751,2024-01-31
987,BP3R71,"Humanwell Healthcare (Group) Co.,Ltd. Class A",,Health Care,China,0.0164365,2024-01-31
988,BP3R70,"Yunnan Chihong Zinc & Germanium Co., Ltd. Class A",,Materials,China,0.0118419,2024-01-31
989,BP3R6Z,Soochow Securities Co Ltd Class A,,Financials,China,0.0167957,2024-01-31
990,BP3R6T,Avicopter Plc Class A,,Industrials,China,0.00970342,2024-01-31
991,BP3R6R,"Youngor Fashion Co., Ltd. Class A",,Real Estate,China,0.0155717,2024-01-31
992,BP3R6L,Xiamen C&D Inc. Class A,,Industrials,China,0.0144745,2024-01-31
993,BP3R6K,"Fuyao Glass Industry Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0380999,2024-01-31
994,BP3R6G,China Southern Airlines Company Limited Class A,,Industrials,China,0.0322878,2024-01-31
995,BP3R6F,Xiamen Tungsten Co. Ltd. Class A,,Materials,China,0.0107968,2024-01-31
996,BP3R6D,"COSCO SHIPPING Development Co., Ltd. Class A",,Industrials,China,0.011612,2024-01-31
997,BP3R6C,Yonyou Network Technology Co. Ltd. Class A,,Information Technology,China,0.0191746,2024-01-31
998,BP3R6B,Hundsun Technologies Inc. Class A,,Information Technology,China,0.019953,2024-01-31
999,BP3R68,"Shanxi Lu'An Environmental Energy Development Co., Ltd. Class A",,Energy,China,0.035386,2024-01-31
1000,BP3R67,"China XD Electric Co., Ltd. Class A",,Industrials,China,0.0130481,2024-01-31
1001,BP3R64,"Tsinghua Tongfang Co., Ltd. Class A",,Information Technology,China,0.0095316,2024-01-31
1002,BP3R63,Huadian Power International Corp. Ltd. Class A,,Utilities,China,0.0257835,2024-01-31
1003,BP3R60,Dongfang Electric Corporation Limited Class A,,Industrials,China,0.019901,2024-01-31
1004,BP3R5X,China Eastern Airlines Corporation Limited Class A,,Industrials,China,0.031948,2024-01-31
1005,BP3R5V,"Shenergy Co., Ltd. Class A",,Utilities,China,0.0177655,2024-01-31
1006,BP3R5T,"Yutong Bus Co., Ltd. Class A",,Industrials,China,0.0167412,2024-01-31
1007,BP3R5S,Yankuang Energy Group Company Limited Class A,,Energy,China,0.0436434,2024-01-31
1008,BP3R5Q,"Yonghui Superstores Co., Ltd. Class A",,Consumer Staples,China,0.0110974,2024-01-31
1009,BP3R5M,"People.cn Co., Ltd. Class A",,Communication Services,China,0.0119205,2024-01-31
1010,BP3R5L,"Jinduicheng Molybdenum Co., Ltd. Class A",,Materials,China,0.0146714,2024-01-31
1011,BP3R5K,"Zhejiang Chint Electrics Co., Ltd Class A",,Industrials,China,0.0199933,2024-01-31
1012,BP3R5F,"Jiangsu Phoenix Publishing & Media Corp., Ltd. Class A",,Communication Services,China,0.0123211,2024-01-31
1013,BP3R5D,"Shandong Gold Mining Co., Ltd. Class A",,Materials,China,0.0371093,2024-01-31
1014,BP3R5C,"Beijing TongRenTang Co., Ltd. Class A",,Health Care,China,0.0299277,2024-01-31
1015,BP3R5B,"China Industrial Securities Co., Ltd. Class A",,Financials,China,0.0234918,2024-01-31
1016,BP3R59,Sinopec Shanghai Petrochemical Co. Ltd. Class A,,Materials,China,0.0097668,2024-01-31
1017,BP3R58,"Zhongjin Gold Corp., Ltd. Class A",,Materials,China,0.0227908,2024-01-31
1018,BP3R57,CMOC Group Limited Class A,,Materials,China,0.0473494,2024-01-31
1019,BP3R55,"COSCO SHIPPING Holdings Co., Ltd. Class A",,Industrials,China,0.0636564,2024-01-31
1020,BP3R54,"Jointown Pharmaceutical Group Co., Ltd. Class A",,Health Care,China,0.0135791,2024-01-31
1021,BP3R52,"Bank of Nanjing Co., Ltd. Class A",,Financials,China,0.0428512,2024-01-31
1022,BP3R51,AECC Aviation Power Co Ltd Class A,,Industrials,China,0.0418429,2024-01-31
1023,BP3R4Z,Shanghai Pharmaceuticals Holding Co. Ltd. Class A,,Health Care,China,0.0235549,2024-01-31
1024,BP3R4Y,"Sichuan Chuantou Energy Co., Ltd. Class A",,Utilities,China,0.0345775,2024-01-31
1025,BP3R4W,Zhejiang Longsheng Group Co. Ltd. Class A,,Materials,China,0.0125034,2024-01-31
1026,BP3R4V,"Sinolink Securities Co., Ltd. Class A",,Financials,China,0.0155591,2024-01-31
1027,BP3R4T,Huayu Automotive Systems Company Limited Class A,,Consumer Discretionary,China,0.0255552,2024-01-31
1028,BP3R4R,Jiangxi Copper Company Limited Class A,,Materials,China,0.0186445,2024-01-31
1029,BP3R4Q,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited Class A,,Health Care,China,0.0191778,2024-01-31
1030,BP3R4P,"Shanghai International Airport Co., Ltd. Class A",,Industrials,China,0.0205561,2024-01-31
1031,BP3R4N,China CSSC Holdings Limited Class A,,Industrials,China,0.0682858,2024-01-31
1032,BP3R4M,"Power Construction Corporation of China, Ltd. Class A",,Industrials,China,0.0432478,2024-01-31
1033,BP3R4K,Metallurgical Corporation of China Ltd. Class A,,Industrials,China,0.0288705,2024-01-31
1034,BP3R4J,"China National Chemical Engineering Co., Ltd Class A",,Industrials,China,0.019516,2024-01-31
1035,BP3R4H,"TBEA Co., Ltd. Class A",,Industrials,China,0.035433,2024-01-31
1036,BP3R4G,Air China Limited Class A,,Industrials,China,0.0413009,2024-01-31
1037,BP3R4F,"Universal Scientific Industrial (Shanghai) Co., Ltd. Class A",,Information Technology,China,0.0117079,2024-01-31
1038,BP3R4D,Aluminum Corporation of China Limited Class A,,Materials,China,0.0375382,2024-01-31
1039,BP3R4C,"AVIC Industry-Finance Holdings Co., Ltd. Class A",,Financials,China,0.014932,2024-01-31
1040,BP3R49,"Tsingtao Brewery Co., Ltd. Class A",,Consumer Staples,China,0.0246568,2024-01-31
1041,BP3R48,Inner Mongolia Baotou Steel Union Co. Ltd. Class A,,Materials,China,0.032181,2024-01-31
1042,BP3R47,"Guangzhou Automobile Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0201559,2024-01-31
1043,BP3R46,China Tourism Group Duty Free Corporation Limited Class A,,Consumer Discretionary,China,0.0777768,2024-01-31
1044,BP3R45,"Offshore Oil Engineering Co., Ltd. Class A",,Energy,China,0.0123581,2024-01-31
1045,BP3R44,"NARI Technology Co., Ltd. Class A",,Industrials,China,0.0842429,2024-01-31
1046,BP3R43,"SDIC Power Holdings Co., Ltd. Class A",,Utilities,China,0.0521249,2024-01-31
1047,BP3R41,"Founder Securities Co., Ltd. Class A",,Financials,China,0.0284331,2024-01-31
1048,BP3R40,"Zijin Mining Group Co., Ltd. Class A",,Materials,China,0.123732,2024-01-31
1049,92763W10,Vipshop Holdings Ltd Sponsored ADR,VIPS-US,Consumer Discretionary,China,0.329955,2024-01-31
1050,BP3R3X,Oriental Pearl Group Co. Ltd. Class A,,Communication Services,China,0.0116401,2024-01-31
1051,BP3R3W,"Datang International Power Generation Co., Ltd. Class A",,Utilities,China,0.0125806,2024-01-31
1052,BP3R3T,Shanghai Electric Group Company Limited Class A,,Industrials,China,0.0251399,2024-01-31
1053,BP3R3S,Wanhua Chemical Group Co. Ltd. Class A,,Materials,China,0.109213,2024-01-31
1054,BP3R3R,"Sanan Optoelectronics Co., Ltd. Class A",,Information Technology,China,0.0274164,2024-01-31
1055,BP3R3Q,Gemdale Corporation Class A,,Real Estate,China,0.00908093,2024-01-31
1056,BP3R3N,"Guanghui Energy Co., Ltd. Class A",,Energy,China,0.0231037,2024-01-31
1057,BP3R3M,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class A",,Health Care,China,0.023095,2024-01-31
1058,BP3R3L,China Construction Bank Corporation Class A,,Financials,China,0.0328485,2024-01-31
1059,BP3R3J,"GD Power Development Co., Ltd Class A",,Utilities,China,0.0397927,2024-01-31
1060,BP3R3H,"Sany Heavy Industry Co., Ltd. Class A",,Industrials,China,0.0553626,2024-01-31
1061,BP3R3G,"Haier Smart Home Co., Ltd. Class A",,Consumer Discretionary,China,0.0702484,2024-01-31
1062,BP3R3F,"New China Life Insurance Co., Ltd. Class A",,Financials,China,0.0318512,2024-01-31
1063,BP3R3D,China Railway Group Limited Class A,,Industrials,China,0.0647051,2024-01-31
1064,BP3R3B,"Huatai Securities Co., Ltd. Class A",,Financials,China,0.0504444,2024-01-31
1065,BP3R37,"China Northern Rare Earth (Group) High-Tech Co., Ltd. Class A",,Materials,China,0.0304576,2024-01-31
1066,BP3R36,"Jiangsu Hengrui Pharmaceuticals Co., Ltd. Class A",,Health Care,China,0.119237,2024-01-31
1067,BP3R35,CRRC Corporation Limited Class A,,Industrials,China,0.0690912,2024-01-31
1068,BP3R33,"Poly Developments & Holdings Group Co., Ltd. Class A",,Real Estate,China,0.0569988,2024-01-31
1069,BP3R32,"Great Wall Motor Co., Ltd. Class A",,Consumer Discretionary,China,0.025197,2024-01-31
1070,BP3R31,"Huaneng Power International, Inc. Class A",,Utilities,China,0.0400712,2024-01-31
1071,BP3R30,"China Merchants Securities Co., Ltd. Class A",,Financials,China,0.0495291,2024-01-31
1072,BP3R2Z,Anhui Conch Cement Company Limited Class A,,Materials,China,0.0461355,2024-01-31
1073,BP3R2Y,"Baoshan Iron & Steel Co., Ltd. Class A",,Materials,China,0.0683362,2024-01-31
1074,BP3R2X,China United Network Communications Limited Class A,,Communication Services,China,0.0717509,2024-01-31
1075,BP3R2W,"Bank of Beijing Co., Ltd. Class A",,Financials,China,0.05382,2024-01-31
1076,BP3R2V,"Inner Mongolia Yili Industrial Group Co., Ltd. Class A",,Consumer Staples,China,0.0860803,2024-01-31
1077,BP3R2T,"Hua Xia Bank Co., Limited Class A",,Financials,China,0.0401147,2024-01-31
1078,BP3R2S,"Haitong Securities Co., Ltd. Class A",,Financials,China,0.0423577,2024-01-31
1079,BP3R2Q,China State Construction Engineering Corp. Ltd. Class A,,Industrials,China,0.107544,2024-01-31
1080,BP3R2P,"China Everbright Bank Co., Ltd. Class A",,Financials,China,0.0729625,2024-01-31
1081,BP3R2N,"Daqin Railway Co., Ltd. Class A",,Industrials,China,0.0573114,2024-01-31
1082,BP3R2M,"China Yangtze Power Co., Ltd. Class A",,Utilities,China,0.297989,2024-01-31
1083,BP3R2L,"Shanghai International Port (Group) Co., Ltd. Class A",,Industrials,China,0.0192454,2024-01-31
1084,BP3R2K,"China Pacific Insurance (Group) Co., Ltd. Class A",,Financials,China,0.0849346,2024-01-31
1085,BP3R2J,CITIC Securities Co. Ltd. Class A,,Financials,China,0.125298,2024-01-31
1086,BP3R2G,"Bank of Communications Co., Ltd. Class A",,Financials,China,0.117546,2024-01-31
1087,BP3R2F,"Kweichow Moutai Co., Ltd. Class A",,Consumer Staples,China,1.00627,2024-01-31
1088,BP3R2D,SAIC Motor Corporation Limited Class A,,Consumer Discretionary,China,0.0531442,2024-01-31
1089,BP3R2C,"China Minsheng Banking Corp., Ltd. Class A",,Financials,China,0.0699148,2024-01-31
1090,BP3R2B,"Shanghai Pudong Development Bank Co., Ltd. Class A",,Financials,China,0.100062,2024-01-31
1091,BP3R29,"Industrial Bank Co., Ltd. Class A",,Financials,China,0.163103,2024-01-31
1092,BP3R28,"Ping An Insurance (Group) Company of China, Ltd. Class A",,Financials,China,0.217615,2024-01-31
1093,BP3R27,"China Merchants Bank Co., Ltd. Class A",,Financials,China,0.316202,2024-01-31
1094,BP3R26,China Shenhua Energy Co. Ltd. Class A,,Energy,China,0.122215,2024-01-31
