,sedol,name,symbol,sector,country,weight,date
266,BP3R4M,"Power Construction Corporation of China, Ltd. Class A",,Industrials,China,0.037855,2023-12-29
267,BP3R4K,Metallurgical Corporation of China Ltd. Class A,,Industrials,China,0.0245498,2023-12-29
268,BP3R4J,"China National Chemical Engineering Co., Ltd Class A",,Industrials,China,0.0174617,2023-12-29
269,BP3R4H,"TBEA Co., Ltd. Class A",,Industrials,China,0.0313349,2023-12-29
270,BP3R4G,Air China Limited Class A,,Industrials,China,0.0383887,2023-12-29
271,BP3R4F,"Universal Scientific Industrial (Shanghai) Co., Ltd. Class A",,Information Technology,China,0.0124925,2023-12-29
272,BP3R4D,Aluminum Corporation of China Limited Class A,,Materials,China,0.033501,2023-12-29
273,BP3R4C,"AVIC Industry-Finance Holdings Co., Ltd. Class A",,Financials,China,0.0123338,2023-12-29
274,BP3R49,"Tsingtao Brewery Co., Ltd. Class A",,Consumer Staples,China,0.0238223,2023-12-29
275,BP3R48,Inner Mongolia Baotou Steel Union Co. Ltd. Class A,,Materials,China,0.0297907,2023-12-29
276,BP3R47,"Guangzhou Automobile Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0193649,2023-12-29
277,BP3R46,China Tourism Group Duty Free Corporation Limited Class A,,Consumer Discretionary,China,0.0734319,2023-12-29
278,BP3R45,"Offshore Oil Engineering Co., Ltd. Class A",,Energy,China,0.0118023,2023-12-29
279,BP3R44,"NARI Technology Co., Ltd. Class A",,Industrials,China,0.0805785,2023-12-29
280,BP3R43,"SDIC Power Holdings Co., Ltd. Class A",,Utilities,China,0.044151,2023-12-29
281,BP3R41,"Founder Securities Co., Ltd. Class A",,Financials,China,0.0298175,2023-12-29
282,BP3R40,"Zijin Mining Group Co., Ltd. Class A",,Materials,China,0.11529,2023-12-29
283,92763W10,Vipshop Holdings Ltd Sponsored ADR,VIPS-US,Consumer Discretionary,China,0.329584,2023-12-29
284,BP3R3X,Oriental Pearl Group Co. Ltd. Class A,,Communication Services,China,0.0115391,2023-12-29
285,BP3R3W,"Datang International Power Generation Co., Ltd. Class A",,Utilities,China,0.0112343,2023-12-29
286,BP3R3T,Shanghai Electric Group Company Limited Class A,,Industrials,China,0.0237156,2023-12-29
287,BP3R3S,Wanhua Chemical Group Co. Ltd. Class A,,Materials,China,0.108391,2023-12-29
288,BP3R3R,"Sanan Optoelectronics Co., Ltd. Class A",,Information Technology,China,0.0310521,2023-12-29
289,BP3R3Q,Gemdale Corporation Class A,,Real Estate,China,0.00884565,2023-12-29
290,BP3R3N,"Guanghui Energy Co., Ltd. Class A",,Energy,China,0.0210673,2023-12-29
291,BP3R3M,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class A",,Health Care,China,0.023853,2023-12-29
292,BP3R3L,China Construction Bank Corporation Class A,,Financials,China,0.0280667,2023-12-29
293,BP3R3J,"GD Power Development Co., Ltd Class A",,Utilities,China,0.0333432,2023-12-29
294,BP3R3H,"Sany Heavy Industry Co., Ltd. Class A",,Industrials,China,0.0525162,2023-12-29
295,BP3R3G,"Haier Smart Home Co., Ltd. Class A",,Consumer Discretionary,China,0.0595353,2023-12-29
296,BP3R3F,"New China Life Insurance Co., Ltd. Class A",,Financials,China,0.0291744,2023-12-29
297,BP3R3D,China Railway Group Limited Class A,,Industrials,China,0.0524416,2023-12-29
298,BP3R3B,"Huatai Securities Co., Ltd. Class A",,Financials,China,0.0461125,2023-12-29
299,BP3R37,"China Northern Rare Earth (Group) High-Tech Co., Ltd. Class A",,Materials,China,0.0314194,2023-12-29
300,BP3R36,"Jiangsu Hengrui Pharmaceuticals Co., Ltd. Class A",,Health Care,China,0.12966,2023-12-29
301,BP3R35,CRRC Corporation Limited Class A,,Industrials,China,0.0575061,2023-12-29
302,BP3R33,"Poly Developments & Holdings Group Co., Ltd. Class A",,Real Estate,China,0.0532563,2023-12-29
303,BP3R32,"Great Wall Motor Co., Ltd. Class A",,Consumer Discretionary,China,0.0280055,2023-12-29
304,BP3R31,"Huaneng Power International, Inc. Class A",,Utilities,China,0.031713,2023-12-29
305,BP3R30,"China Merchants Securities Co., Ltd. Class A",,Financials,China,0.0454947,2023-12-29
306,BP3R2Z,Anhui Conch Cement Company Limited Class A,,Materials,China,0.0405501,2023-12-29
307,BP3R2Y,"Baoshan Iron & Steel Co., Ltd. Class A",,Materials,China,0.0593264,2023-12-29
308,BP3R2X,China United Network Communications Limited Class A,,Communication Services,China,0.062601,2023-12-29
309,BP3R2W,"Bank of Beijing Co., Ltd. Class A",,Financials,China,0.0430418,2023-12-29
310,BP3R2V,"Inner Mongolia Yili Industrial Group Co., Ltd. Class A",,Consumer Staples,China,0.0765309,2023-12-29
311,BP3R2T,"Hua Xia Bank Co., Limited Class A",,Financials,China,0.0334954,2023-12-29
312,BP3R2S,"Haitong Securities Co., Ltd. Class A",,Financials,China,0.0406538,2023-12-29
313,BP3R2Q,China State Construction Engineering Corp. Ltd. Class A,,Industrials,China,0.0906122,2023-12-29
314,BP3R2P,"China Everbright Bank Co., Ltd. Class A",,Financials,China,0.0604791,2023-12-29
315,BP3R2N,"Daqin Railway Co., Ltd. Class A",,Industrials,China,0.0498051,2023-12-29
316,BP3R2M,"China Yangtze Power Co., Ltd. Class A",,Utilities,China,0.256643,2023-12-29
317,BP3R2L,"Shanghai International Port (Group) Co., Ltd. Class A",,Industrials,China,0.0153817,2023-12-29
318,BP3R2K,"China Pacific Insurance (Group) Co., Ltd. Class A",,Financials,China,0.0731498,2023-12-29
319,BP3R2J,CITIC Securities Co. Ltd. Class A,,Financials,China,0.112099,2023-12-29
320,BP3R2G,"Bank of Communications Co., Ltd. Class A",,Financials,China,0.101248,2023-12-29
321,BP3R2F,"Kweichow Moutai Co., Ltd. Class A",,Consumer Staples,China,0.974371,2023-12-29
322,BP3R2D,SAIC Motor Corporation Limited Class A,,Consumer Discretionary,China,0.0473591,2023-12-29
323,BP3R2C,"China Minsheng Banking Corp., Ltd. Class A",,Financials,China,0.0596021,2023-12-29
324,BP3R2B,"Shanghai Pudong Development Bank Co., Ltd. Class A",,Financials,China,0.087322,2023-12-29
325,BP3R29,"Industrial Bank Co., Ltd. Class A",,Financials,China,0.151333,2023-12-29
326,BP3R28,"Ping An Insurance (Group) Company of China, Ltd. Class A",,Financials,China,0.194917,2023-12-29
327,BP3R27,"China Merchants Bank Co., Ltd. Class A",,Financials,China,0.257905,2023-12-29
328,BP3R26,China Shenhua Energy Co. Ltd. Class A,,Energy,China,0.0929332,2023-12-29
329,BP3R25,China Life Insurance Co. Ltd. Class A,,Financials,China,0.035373,2023-12-29
330,BP3R24,China Petroleum & Chemical Corporation Class A,,Energy,China,0.0795041,2023-12-29
331,BP3R23,Bank of China Limited Class A,,Financials,China,0.0629864,2023-12-29
332,BP3R22,Agricultural Bank of China Limited Class A,,Financials,China,0.139257,2023-12-29
333,BP3R21,Industrial and Commercial Bank of China Limited Class A,,Financials,China,0.135136,2023-12-29
334,BP3R20,"PetroChina Co., Ltd. Class A",,Energy,China,0.0684975,2023-12-29
335,BP3R1R,"Anhui Jianghuai Automobile Group Corp., Ltd. Class A",,Consumer Discretionary,China,0.0158508,2023-12-29
336,BP3R1P,Wintime Energy Group Co. Ltd. Class A,,Utilities,China,0.0136787,2023-12-29
337,B71SXC,"Haitong Securities Co., Ltd. Class H",6837-HK,Financials,China,0.0776866,2023-12-29
338,BYW5R0,"Jason Furniture (Hangzhou) Co., Ltd. Class A",,Consumer Discretionary,China,0.0129273,2023-12-29
339,BYYMZN,China Overseas Property Holdings Limited,2669-HK,Real Estate,China,0.052621,2023-12-29
340,BRTL41,"LONGi Green Energy Technology Co., Ltd. Class A",,Information Technology,China,0.0780208,2023-12-29
341,BS7K37,"Huaibei Mining Holdings Co., Ltd. Class A",,Materials,China,0.0185418,2023-12-29
342,BS7K3D,"Changzhou Xingyu Automotive Lighting Systems Co., Ltd Class A",,Consumer Discretionary,China,0.0168322,2023-12-29
343,BS7K3K,"Zhejiang Zheneng Electric Power Co., Ltd. Class A",,Utilities,China,0.023149,2023-12-29
344,BS7K3N,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD Class A",,Health Care,China,0.0130226,2023-12-29
345,BS7K3T,HLA Group Corp. Ltd. Class A,,Consumer Discretionary,China,0.0144042,2023-12-29
346,BS7K5P,"Shaanxi Coal Industry Co., Ltd. Class A",,Energy,China,0.0910147,2023-12-29
347,BYW5N8,"Autobio Diagnostics Co., Ltd. Class A",,Health Care,China,0.0150202,2023-12-29
348,BYW5QJ,"YTO Express Group Co.,Ltd. Class A",,Industrials,China,0.0190115,2023-12-29
349,BZ0D28,"Shanghai M&G Stationery, Inc.",,Industrials,China,0.015636,2023-12-29
350,BWGCFG,"Fuyao Glass Industry Group Co., Ltd. Class H",3606-HK,Consumer Discretionary,China,0.157478,2023-12-29
351,BZ169C,China International Capital Corp. Ltd. Class H,3908-HK,Financials,China,0.119206,2023-12-29
352,BZ0D1S,"Chifeng Jilong Gold Mining Co., Ltd. Class A",,Materials,China,0.010476,2023-12-29
353,BZ0D1V,CECEP Wind-Power Corp Class A,,Utilities,China,0.0087293,2023-12-29
354,BZ0D1W,"Spring Airlines Co., Ltd. Class A",,Industrials,China,0.0220756,2023-12-29
355,BZ0D1Y,Everbright Securities Company Limited Class A,,Financials,China,0.027072,2023-12-29
356,BZ0D00,Orient Securities Company Limited Class A,,Financials,China,0.0292035,2023-12-29
357,BYQ977,"Flat Glass Group Co., Ltd. Class H",6865-HK,Information Technology,China,0.0384833,2023-12-29
358,46591M10,"JOYY, Inc. Sponsored ADR Class A",JOYY-US,Communication Services,China,0.0821851,2023-12-29
359,BYW5MY,"Bank of Jiangsu Co., Ltd. Class A",,Financials,China,0.0540404,2023-12-29
360,BD9Q2J,Genscript Biotech Corporation,1548-HK,Health Care,China,0.158156,2023-12-29
361,BYZW44,"Zhejiang Dingli Machinery Co., Ltd. Class A",,Industrials,China,0.0116437,2023-12-29
362,BYZW4G,"Zhejiang Weiming Environment Protection Co., Ltd. Class A",,Industrials,China,0.0122569,2023-12-29
363,BYQDNL,"Anhui Kouzi Distillery Co., Ltd. Class A",,Consumer Staples,China,0.0122145,2023-12-29
364,BYQDNJ,China National Nuclear Power Co. Ltd. Class A,,Utilities,China,0.063645,2023-12-29
365,BYQDMZ,"Guotai Haitong Securities Co., Ltd. Class A",,Financials,China,0.0502376,2023-12-29
366,BYQDMP,"Juneyao Airlines Co., Ltd. Class A",,Industrials,China,0.0119395,2023-12-29
367,BYQDM9,"Hongfa Technology Co., Ltd. Class A",,Industrials,China,0.00647564,2023-12-29
368,BYQDMD,"Dongxing Securities Co., Ltd.",,Financials,China,0.0119552,2023-12-29
369,BYQDMF,"Ningbo Tuopu Group Co., Ltd. Class A",,Consumer Discretionary,China,0.036401,2023-12-29
370,BPLWPC,Ningbo Joyson Electronic Corp. Class A,,Consumer Discretionary,China,0.0113697,2023-12-29
371,98980A10,"ZTO Express (Cayman), Inc. Sponsored ADR Class A",ZTO-US,Industrials,China,0.48382,2023-12-29
372,72230410,PDD Holdings Inc. Sponsored ADR Class A,PDD-US,Consumer Discretionary,China,4.66517,2023-12-29
373,BYYFJJ,"ENN Natural Gas Co., Ltd. Class A",,Utilities,China,0.0195167,2023-12-29
374,BYYFJH,Topchoice Medical Corp. Class A,,Health Care,China,0.0110159,2023-12-29
375,BYYFJR,"HANGZHOU FIRST APPLIED MATERIAL CO.,LTD. Class A",,Information Technology,China,0.020332,2023-12-29
376,BYYFJV,Yifeng Pharmacy Chain Co Ltd Class A,,Consumer Staples,China,0.018177,2023-12-29
377,BYYFJ7,"SDIC Capital Co., Ltd. Class A",,Financials,China,0.0194616,2023-12-29
378,BZ3F5X,Greenland Holdings Group Corporation Ltd Class A,,Real Estate,China,0.0121054,2023-12-29
379,BZ3F6M,"Seazen Holdings Co.,Ltd. Class A",,Real Estate,China,0.0115658,2023-12-29
380,BK947Q,Shanghai Lingang Holdings Corp. Ltd. Class A,,Real Estate,China,0.0108118,2023-12-29
381,BD8GL1,"Postal Savings Bank of China Co., Ltd. Class H",1658-HK,Financials,China,0.202341,2023-12-29
382,BYNGG2,China Resources Pharmaceutical Group Ltd.,3320-HK,Health Care,China,0.0550314,2023-12-29
383,BD5CPV,"Shenwan Hongyuan Group Co., Ltd. Class A",,Financials,China,0.044966,2023-12-29
384,BD5CCV,"Sunwoda Electronic Co., Ltd. Class A",,Industrials,China,0.0123528,2023-12-29
385,BD5C8D,"Hengdian Group DMEGC Magnetics Co., Ltd Class A",,Information Technology,China,0.00989817,2023-12-29
386,BD5LXS,"Titan Wind Energy (Suzhou) Co., Ltd. Class A",,Industrials,China,0.00936704,2023-12-29
387,BD5CPM,"China Merchants Shekou Industrial Zone Holdings Co., Ltd. Class A",,Real Estate,China,0.0388049,2023-12-29
388,BD5CKD,"China Baoan Group Co., Ltd. Class A",,Industrials,China,0.0136076,2023-12-29
389,BD5C8L,"Guangzhou Yuexiu Capital Holdings Group Co., Ltd. Class A",,Financials,China,0.0113109,2023-12-29
390,BD5CNT,GoerTek Inc. Class A,,Information Technology,China,0.0322945,2023-12-29
391,BD5CM9,"Huadong Medicine Co., Ltd. Class A",,Health Care,China,0.0326881,2023-12-29
392,BD5CP7,"Western Securities Co., Ltd. Class A",,Financials,China,0.0127947,2023-12-29
393,BD5CMH,"37 Interactive Entertainment Network Technology Group Co., Ltd.",,Communication Services,China,0.0187478,2023-12-29
394,BD5CM1,"Lepu Medical Technology (Beijing) Co., Ltd. Class A",,Health Care,China,0.0136573,2023-12-29
395,BD5CCK,"Hangzhou Tigermed Consulting Co., Ltd. Class A",,Health Care,China,0.00925493,2023-12-29
396,BD5CND,Focus Media Information Technology Co Ltd Class A,,Communication Services,China,0.0410181,2023-12-29
397,BD5CHJ,"Shijiazhuang Yiling Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.017321,2023-12-29
398,BD5CD7,"Beijing E-Hualu Information Technology Co., Ltd. Class A",,Information Technology,China,0.0102223,2023-12-29
399,BD5M1C,"Perfect World Co., Ltd. Class A",,Communication Services,China,0.0103222,2023-12-29
400,BD5CMX,"Beijing Shiji Information Technology Co., Ltd. Class A",,Information Technology,China,0.00995491,2023-12-29
401,BD5CNL,"DHC Software Co., Ltd. Class A",,Information Technology,China,0.008888,2023-12-29
402,BD5CQ0,"Weichai Power Co., Ltd. Class A",,Industrials,China,0.0416115,2023-12-29
403,BD5C8C,"Accelink Technologies Co., Ltd. Class A",,Information Technology,China,0.0101823,2023-12-29
404,BD5C7M,"Sieyuan Electric Co., Ltd. Class A",,Industrials,China,0.0180123,2023-12-29
405,BD5CMP,"Beijing Dbn Technology Group Co., Ltd. Class A",,Consumer Staples,China,0.0110829,2023-12-29
406,BD5CPH,Wanda Film Holding Co. Ltd. Class A,,Communication Services,China,0.0127517,2023-12-29
407,BD5C84,"Shenzhen Sunlord Electronics Co., Ltd. Class A",,Information Technology,China,0.00978716,2023-12-29
408,BD5CDT,"Mango Excellent Media Co., Ltd. Class A",,Communication Services,China,0.0211853,2023-12-29
409,BD5CP2,TCL Technology Group Corporation Class A,,Information Technology,China,0.0362884,2023-12-29
410,BD5CC9,"Shandong Sunpaper Co., Ltd. Class A",,Materials,China,0.0152844,2023-12-29
411,BD5CG3,"Walvax Biotechnology Co., Ltd. Class A",,Health Care,China,0.016982,2023-12-29
412,BD5CM2,"XCMG Construction Machinery Co., Ltd. Class A",,Industrials,China,0.0289931,2023-12-29
413,BD5CFP,"Beijing Oriental Yuhong Waterproof Technology Co., Ltd. Class A",,Materials,China,0.0108651,2023-12-29
414,BD5CJ7,"Gotion High-tech Co., Ltd Class A",,Industrials,China,0.0171874,2023-12-29
415,BD5CMM,Luzhou Laojiao Company Limited Class A,,Consumer Staples,China,0.118686,2023-12-29
416,BD5C7Z,"Wus Printed Circuit (Kunshan) Co., Ltd. Class A",,Information Technology,China,0.018939,2023-12-29
417,BD5CFH,"BBMG Jidong Cement Group Co., Ltd. Class A",,Materials,China,0.00763337,2023-12-29
418,BD5CQ5,Goldwind Science & Technology Co. Ltd. Class A,,Industrials,China,0.0124086,2023-12-29
419,BD5CL0,"Sichuan Kelun Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0192566,2023-12-29
420,BD5CLB,"IEIT SYSTEMS Co., Ltd.Class A",,Information Technology,China,0.021964,2023-12-29
421,BD5CKV,"By-health Co., Ltd. Class A",,Consumer Staples,China,0.0130158,2023-12-29
422,BD5CDC,"Zhejiang Sanhua Intelligent Controls Co., Ltd. Class A",,Industrials,China,0.0246579,2023-12-29
423,BD5CP9,Yunnan Baiyao Group Co. Ltd. Class A,,Health Care,China,0.0396884,2023-12-29
424,BD5LTW,"Asia-Potash International Investment (Guangzhou) Co., Ltd. Class A",,Materials,China,0.0109565,2023-12-29
425,BD5LYF,NAURA Technology Group Co Ltd Class A,,Information Technology,China,0.0585119,2023-12-29
426,BD5CN8,Luxshare Precision Industry Co. Ltd. Class A,,Information Technology,China,0.110653,2023-12-29
427,BD5CJM,"Jiangsu Yuyue Medical Equipment & Supply Co., Ltd. Class A",,Health Care,China,0.0155785,2023-12-29
428,BD5CP1,Lens Technology Co. Ltd. Class A,,Information Technology,China,0.0295026,2023-12-29
429,BD5CLQ,"Aier Eye Hospital Group Co., Ltd. Class A",,Health Care,China,0.0663192,2023-12-29
430,BD5CG0,"Thunder Software Technology Co., Ltd. Class A",,Information Technology,China,0.0165243,2023-12-29
431,BD5CPG,"Wuliangye Yibin Co., Ltd. Class A",,Consumer Staples,China,0.244752,2023-12-29
432,BD5CFS,"Zhefu Holding Group Co., Ltd. Class A",,Industrials,China,0.00801277,2023-12-29
433,BD5CJ2,Beijing New Building Materials (Group) Co Ltd Class A,,Industrials,China,0.0177361,2023-12-29
434,BD5CMN,"Shenzhen Inovance Technology Co., Ltd Class A",,Industrials,China,0.0378006,2023-12-29
435,BD5CBF,"Kuang-Chi Technologies Co., Ltd. Class A",,Industrials,China,0.0143108,2023-12-29
436,BD5CM7,Guangzhou Haige Communications Group Incorporated Company Class A,,Information Technology,China,0.0143318,2023-12-29
437,BD5LRQ,"Shenzhen Capchem Technology Co., Ltd. Class A",,Materials,China,0.0159342,2023-12-29
438,BD5CNB,"Qinghai Salt Lake Industry Co., Ltd. Class A",,Materials,China,0.0389418,2023-12-29
439,BD5CQ6,BYD Company Limited Class A,,Consumer Discretionary,China,0.161333,2023-12-29
440,BD5CL7,"Unigroup Guoxin Microelectronics Co., Ltd. Class A",,Information Technology,China,0.0257532,2023-12-29
441,BD5CPW,"China Vanke Co., Ltd Class A",,Real Estate,China,0.04571,2023-12-29
442,BD5C7W,"Luxi Chemical Group Co., Ltd. Class A",,Materials,China,0.00863833,2023-12-29
443,BD5CNJ,Zhejiang Dahua Technology Co. Ltd. Class A,,Information Technology,China,0.0273154,2023-12-29
444,BD5CGX,"Hangzhou Robam Appliances Co., Ltd. Class A",,Consumer Discretionary,China,0.00928882,2023-12-29
445,BD5CKK,"Beijing Yanjing Brewery Co., Ltd. Class A",,Consumer Staples,China,0.010931,2023-12-29
446,BD5CHS,"Fujian Sunner Development Co., Ltd. Class A",,Consumer Staples,China,0.00960159,2023-12-29
447,BD5LQY,Lingyi iTech (Guangdong) Company Class A,,Information Technology,China,0.0212901,2023-12-29
448,BD5CMV,"Songcheng Performance Development Co., Ltd. Class A",,Consumer Discretionary,China,0.0115975,2023-12-29
449,BD5CPJ,"Shanghai RAAS Blood Products Co., Ltd. Class A",,Health Care,China,0.0242341,2023-12-29
450,BD5C7G,EVE Energy Co. Ltd. Class A,,Industrials,China,0.0387958,2023-12-29
451,BD5CLT,"Chaozhou Three-Circle (Group) Co., Ltd. Class A",,Information Technology,China,0.0253641,2023-12-29
452,BD5CG5,"Zhejiang Century Huatong Group Co., Ltd. Class A",,Communication Services,China,0.0172815,2023-12-29
453,BD5CP4,"Changjiang Securities Co., Ltd Class A",,Financials,China,0.0133699,2023-12-29
454,BD5LW2,"Risen Energy Co., Ltd. Class A",,Information Technology,China,0.00904233,2023-12-29
455,BD5CH6,Zhejiang NHU Co. Ltd. Class A,,Health Care,China,0.0235579,2023-12-29
456,BD5CMK,"AECC Aero-engine Control Co., Ltd. Class A",,Industrials,China,0.0117616,2023-12-29
457,BD5CJX,"Muyuan Foods Co., Ltd. Class A",,Consumer Staples,China,0.101142,2023-12-29
458,BD5CM0,"Shenzhen Salubris Pharmaceuticals Co., Ltd. Class A",,Health Care,China,0.0163623,2023-12-29
459,BD5CPZ,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class A,,Industrials,China,0.0208235,2023-12-29
460,BD5CMC,"Yantai Jereh Oilfield Services Group Co., Ltd. Class A",,Energy,China,0.0129338,2023-12-29
461,BD5LZB,Inner Mongolia Berun Chemical Company Limited Class A,,Materials,China,0.00955395,2023-12-29
462,BD5CPR,"Guosen Securities Co., Ltd. Class A",,Financials,China,0.0245938,2023-12-29
